"","uf","cod_ibge","ano","bimestre","conta","gasto_liquidado"
"743","AP",16,2021,3,"Difusão do Conhecimento Científico e Tecnológico",99923.07
"744","AP",16,2021,3,"FU19 - Administração Geral",206979.76
"745","AP",16,2021,4,"Ciência e Tecnologia",1399691.11
"746","AP",16,2021,4,"Desenvolvimento Científico",729418.96
"747","AP",16,2021,4,"Difusão do Conhecimento Científico e Tecnológico",172008.56
"748","AP",16,2021,4,"FU19 - Administração Geral",498263.59
"749","AP",16,2021,5,"Ciência e Tecnologia",1144750.06
"750","AP",16,2021,5,"Desenvolvimento Científico",21444.72
"751","AP",16,2021,5,"Difusão do Conhecimento Científico e Tecnológico",565559.28
"752","AP",16,2021,5,"FU19 - Administração Geral",557746.06
"753","AP",16,2021,6,"Ciência e Tecnologia",2193065.57
"754","AP",16,2021,6,"Desenvolvimento Científico",330505.61
"755","AP",16,2021,6,"Difusão do Conhecimento Científico e Tecnológico",660577.1
"756","AP",16,2021,6,"FU19 - Administração Geral",1201982.86
"757","AP",16,2022,1,"Ciência e Tecnologia",215458.88
"758","AP",16,2022,1,"Desenvolvimento Científico",3000
"759","AP",16,2022,1,"Desenvolvimento Tecnológico e Engenharia",42096.8
"760","AP",16,2022,1,"Difusão do Conhecimento Científico e Tecnológico",170362.08
"761","AP",16,2022,2,"Ciência e Tecnologia",1133268.38
"762","AP",16,2022,2,"Desenvolvimento Científico",17550.56
"763","AP",16,2022,2,"Difusão do Conhecimento Científico e Tecnológico",674750
"764","AP",16,2022,2,"FU19 - Administração Geral",440967.82
"765","AP",16,2022,3,"Ciência e Tecnologia",1997750.99
"766","AP",16,2022,3,"Desenvolvimento Científico",87611.85
"767","AP",16,2022,3,"Difusão do Conhecimento Científico e Tecnológico",636528.93
"768","AP",16,2022,3,"FU19 - Administração Geral",1273610.21
"769","AP",16,2022,4,"Ciência e Tecnologia",806261.18
"770","AP",16,2022,4,"Desenvolvimento Científico",12810
"771","AP",16,2022,4,"Difusão do Conhecimento Científico e Tecnológico",559830.7
"772","AP",16,2022,4,"FU19 - Administração Geral",233620.48
"773","AP",16,2022,5,"Ciência e Tecnologia",4713281.37
"774","AP",16,2022,5,"Desenvolvimento Científico",1561820.75
"775","AP",16,2022,5,"Difusão do Conhecimento Científico e Tecnológico",1750022.7
"776","AP",16,2022,5,"FU19 - Administração Geral",1401437.92
"777","AP",16,2022,6,"Ciência e Tecnologia",2400307.98
"778","AP",16,2022,6,"Desenvolvimento Científico",951599.93
"779","AP",16,2022,6,"Difusão do Conhecimento Científico e Tecnológico",1013686.26
"780","AP",16,2022,6,"FU19 - Administração Geral",435021.79
"781","AP",16,2023,2,"Ciência e Tecnologia",871392.89
"782","AP",16,2023,2,"Desenvolvimento Científico",83665
"783","AP",16,2023,2,"Difusão do Conhecimento Científico e Tecnológico",50075
"784","AP",16,2023,2,"FU19 - Administração Geral",737652.89
"785","AP",16,2023,3,"Ciência e Tecnologia",631148.53
"786","AP",16,2023,3,"Desenvolvimento Científico",5130
"787","AP",16,2023,3,"Difusão do Conhecimento Científico e Tecnológico",381899.81
"788","AP",16,2023,3,"FU19 - Administração Geral",244118.72
"789","AP",16,2023,4,"Ciência e Tecnologia",247090.45
"790","AP",16,2023,4,"Desenvolvimento Científico",6280
"791","AP",16,2023,4,"Difusão do Conhecimento Científico e Tecnológico",164079.72
"792","AP",16,2023,4,"FU19 - Administração Geral",76730.73
"793","AP",16,2023,5,"Ciência e Tecnologia",1074977.59
"794","AP",16,2023,5,"Desenvolvimento Científico",424681.46
"795","AP",16,2023,5,"Difusão do Conhecimento Científico e Tecnológico",478664.62
"796","AP",16,2023,5,"FU19 - Administração Geral",171631.51
"797","AP",16,2023,6,"Ciência e Tecnologia",3389609.91
"798","AP",16,2023,6,"Desenvolvimento Científico",117232
"799","AP",16,2023,6,"Difusão do Conhecimento Científico e Tecnológico",2748848.15
"800","AP",16,2023,6,"FU19 - Administração Geral",523529.76
"801","AP",16,2024,1,"Ciência e Tecnologia",38408.33
"802","AP",16,2024,1,"Desenvolvimento Científico",5585.75
"803","AP",16,2024,1,"Difusão do Conhecimento Científico e Tecnológico",550
"804","AP",16,2024,1,"FU19 - Administração Geral",32272.58
"805","AP",16,2024,2,"Ciência e Tecnologia",1014248.48
"806","AP",16,2024,2,"Desenvolvimento Científico",894842.8
"807","AP",16,2024,2,"Difusão do Conhecimento Científico e Tecnológico",24345.99
"808","AP",16,2024,2,"FU19 - Administração Geral",95059.69
"809","AP",16,2024,3,"Ciência e Tecnologia",1294079.21
"810","AP",16,2024,3,"Desenvolvimento Científico",278640
"811","AP",16,2024,3,"Difusão do Conhecimento Científico e Tecnológico",373758.75
"812","AP",16,2024,3,"FU19 - Administração Geral",641680.46
"813","AP",16,2024,4,"Ciência e Tecnologia",2044201.33
"814","AP",16,2024,4,"Desenvolvimento Científico",289000
"815","AP",16,2024,4,"Difusão do Conhecimento Científico e Tecnológico",534540.06
"816","AP",16,2024,4,"FU19 - Administração Geral",1220661.27
"817","AP",16,2024,5,"Ciência e Tecnologia",1957939.97
"818","AP",16,2024,5,"Desenvolvimento Científico",403381.8
"819","AP",16,2024,5,"Desenvolvimento Tecnológico e Engenharia",552083.92
"820","AP",16,2024,5,"FU19 - Administração Geral",1002474.25
"821","AP",16,2024,6,"Ciência e Tecnologia",2928104.87
"822","AP",16,2024,6,"Desenvolvimento Científico",473100
"823","AP",16,2024,6,"Difusão do Conhecimento Científico e Tecnológico",1048494.32
"824","AP",16,2024,6,"FU19 - Administração Geral",1406510.55
"825","AP",16,2025,1,"Ciência e Tecnologia",372076.34
"826","AP",16,2025,1,"Desenvolvimento Científico",350157.61
"827","AP",16,2025,1,"FU19 - Administração Geral",21918.73
"828","AP",16,2025,2,"Ciência e Tecnologia",1353659
"829","AP",16,2025,2,"Desenvolvimento Científico",617919.84
"830","AP",16,2025,2,"Difusão do Conhecimento Científico e Tecnológico",84136.66
"831","AP",16,2025,2,"FU19 - Administração Geral",651602.5
"832","AP",16,2025,3,"Ciência e Tecnologia",1880402.39
"833","AP",16,2025,3,"Desenvolvimento Científico",1020167.68
"834","AP",16,2025,3,"Difusão do Conhecimento Científico e Tecnológico",108542.1
"835","AP",16,2025,3,"FU19 - Administração Geral",751692.61
"836","BA",29,2018,1,"Ciência e Tecnologia",8251858.25
"837","BA",29,2018,1,"Desenvolvimento Científico",222865.29
"838","BA",29,2018,1,"Desenvolvimento Tecnológico e Engenharia",850000
"839","BA",29,2018,1,"Difusão do Conhecimento Científico e Tecnológico",3904025.22
"840","BA",29,2018,1,"FU19 - Administração Geral",2979798.6
"841","BA",29,2018,1,"FU19 - Demais Subfunções",295169.14
"842","BA",29,2018,2,"Ciência e Tecnologia",11233708.08
"843","BA",29,2018,2,"Desenvolvimento Científico",1074520.55
"844","BA",29,2018,2,"Difusão do Conhecimento Científico e Tecnológico",6548576.02
"845","BA",29,2018,2,"FU19 - Administração Geral",3236956.53
"846","BA",29,2018,2,"FU19 - Demais Subfunções",373654.98
"847","BA",29,2018,3,"Ciência e Tecnologia",17862099.96
"848","BA",29,2018,3,"Desenvolvimento Científico",4387767.18
"849","BA",29,2018,3,"Difusão do Conhecimento Científico e Tecnológico",9968293.83
"850","BA",29,2018,3,"FU19 - Administração Geral",3172950.83
"851","BA",29,2018,3,"FU19 - Demais Subfunções",333088.12
"852","BA",29,2018,4,"Ciência e Tecnologia",20424463.64
"853","BA",29,2018,4,"Desenvolvimento Científico",8662941.96
"854","BA",29,2018,4,"Difusão do Conhecimento Científico e Tecnológico",7807607.64
"855","BA",29,2018,4,"FU19 - Administração Geral",3606829.07
"856","BA",29,2018,4,"FU19 - Demais Subfunções",347084.97
"857","BA",29,2018,5,"Ciência e Tecnologia",17012175.96
"858","BA",29,2018,5,"Desenvolvimento Científico",6183583.18
"859","BA",29,2018,5,"Difusão do Conhecimento Científico e Tecnológico",7798584.36
"860","BA",29,2018,5,"FU19 - Administração Geral",2661189.85
"861","BA",29,2018,5,"FU19 - Demais Subfunções",368818.57
"862","BA",29,2018,6,"Ciência e Tecnologia",19353353.22
"863","BA",29,2018,6,"Desenvolvimento Científico",3420920.68
"864","BA",29,2018,6,"Desenvolvimento Tecnológico e Engenharia",34285.97
"865","BA",29,2018,6,"Difusão do Conhecimento Científico e Tecnológico",10808383.91
"866","BA",29,2018,6,"FU19 - Administração Geral",4600519.94
"867","BA",29,2018,6,"FU19 - Demais Subfunções",489242.72
"868","BA",29,2019,1,"Ciência e Tecnologia",5415616.31
"869","BA",29,2019,1,"Desenvolvimento Científico",238604.1
"870","BA",29,2019,1,"Desenvolvimento Tecnológico e Engenharia",147158.8
"871","BA",29,2019,1,"Difusão do Conhecimento Científico e Tecnológico",4214815.96
"872","BA",29,2019,1,"FU19 - Administração Geral",775914.94
"873","BA",29,2019,1,"FU19 - Demais Subfunções",39122.51
"874","BA",29,2019,2,"Ciência e Tecnologia",12088695.59
"875","BA",29,2019,2,"Desenvolvimento Científico",228549.36
"876","BA",29,2019,2,"Difusão do Conhecimento Científico e Tecnológico",8429763.96
"877","BA",29,2019,2,"FU19 - Administração Geral",3044691.45
"878","BA",29,2019,2,"FU19 - Demais Subfunções",385690.82
"879","BA",29,2019,3,"Ciência e Tecnologia",14427661.68
"880","BA",29,2019,3,"Desenvolvimento Científico",915104.86
"881","BA",29,2019,3,"Difusão do Conhecimento Científico e Tecnológico",7760659.84
"882","BA",29,2019,3,"FU19 - Administração Geral",5305700.2
"883","BA",29,2019,3,"FU19 - Demais Subfunções",446196.78
"884","BA",29,2019,4,"Ciência e Tecnologia",15260630.26
"885","BA",29,2019,4,"Desenvolvimento Científico",1811457.27
"886","BA",29,2019,4,"Difusão do Conhecimento Científico e Tecnológico",8220911.65
"887","BA",29,2019,4,"FU19 - Administração Geral",4792084.05
"888","BA",29,2019,4,"FU19 - Demais Subfunções",436177.29
"889","BA",29,2019,5,"Ciência e Tecnologia",12533411.49
"890","BA",29,2019,5,"Desenvolvimento Científico",1246635.86
"891","BA",29,2019,5,"Desenvolvimento Tecnológico e Engenharia",287266.7
"892","BA",29,2019,5,"Difusão do Conhecimento Científico e Tecnológico",8060843.34
"893","BA",29,2019,5,"FU19 - Administração Geral",2604075.01
"894","BA",29,2019,5,"FU19 - Demais Subfunções",334590.58
"895","BA",29,2019,6,"Ciência e Tecnologia",20305261.84
"896","BA",29,2019,6,"Desenvolvimento Científico",1628946.31
"897","BA",29,2019,6,"Difusão do Conhecimento Científico e Tecnológico",12538888.27
"898","BA",29,2019,6,"FU19 - Administração Geral",5752720.16
"899","BA",29,2019,6,"FU19 - Demais Subfunções",384707.1
"900","BA",29,2020,1,"Ciência e Tecnologia",9874624.8
"901","BA",29,2020,1,"Desenvolvimento Científico",110590
"902","BA",29,2020,1,"Difusão do Conhecimento Científico e Tecnológico",7240195.26
"903","BA",29,2020,1,"FU19 - Administração Geral",2405073.2
"904","BA",29,2020,1,"FU19 - Demais Subfunções",118766.34
"905","BA",29,2020,2,"Ciência e Tecnologia",16851395.1
"906","BA",29,2020,2,"Desenvolvimento Científico",8046682.35
"907","BA",29,2020,2,"Difusão do Conhecimento Científico e Tecnológico",3996673.62
"908","BA",29,2020,2,"FU19 - Administração Geral",4283036.02
"909","BA",29,2020,2,"FU19 - Demais Subfunções",525003.11
"910","BA",29,2020,3,"Ciência e Tecnologia",11991242.46
"911","BA",29,2020,3,"Desenvolvimento Científico",759202
"912","BA",29,2020,3,"Difusão do Conhecimento Científico e Tecnológico",7404989.92
"913","BA",29,2020,3,"FU19 - Administração Geral",3265944.15
"914","BA",29,2020,3,"FU19 - Demais Subfunções",561106.39
"915","BA",29,2020,4,"Ciência e Tecnologia",12703398.65
"916","BA",29,2020,4,"Desenvolvimento Científico",1364760.16
"917","BA",29,2020,4,"Difusão do Conhecimento Científico e Tecnológico",7885115.1
"918","BA",29,2020,4,"FU19 - Administração Geral",3114661.18
"919","BA",29,2020,4,"FU19 - Demais Subfunções",338862.21
"920","BA",29,2020,5,"Ciência e Tecnologia",11970049.82
"921","BA",29,2020,5,"Desenvolvimento Científico",2092191.81
"922","BA",29,2020,5,"Difusão do Conhecimento Científico e Tecnológico",6475719.72
"923","BA",29,2020,5,"FU19 - Administração Geral",3117566.02
"924","BA",29,2020,5,"FU19 - Demais Subfunções",284572.27
"925","BA",29,2020,6,"Ciência e Tecnologia",21112948.39
"926","BA",29,2020,6,"Desenvolvimento Científico",3036387.61
"927","BA",29,2020,6,"Difusão do Conhecimento Científico e Tecnológico",12644377.05
"928","BA",29,2020,6,"FU19 - Administração Geral",4659208.5
"929","BA",29,2020,6,"FU19 - Demais Subfunções",772975.23
"930","BA",29,2021,1,"Ciência e Tecnologia",6562632.39
"931","BA",29,2021,1,"Desenvolvimento Científico",55980
"932","BA",29,2021,1,"Difusão do Conhecimento Científico e Tecnológico",3720871.51
"933","BA",29,2021,1,"FU19 - Administração Geral",2693681.28
"934","BA",29,2021,1,"FU19 - Demais Subfunções",92099.6
"935","BA",29,2021,2,"Ciência e Tecnologia",13760546.17
"936","BA",29,2021,2,"Desenvolvimento Científico",2840070.01
"937","BA",29,2021,2,"Difusão do Conhecimento Científico e Tecnológico",7402510.34
"938","BA",29,2021,2,"FU19 - Administração Geral",3204965.81
"939","BA",29,2021,2,"FU19 - Demais Subfunções",313000.01
"940","BA",29,2021,3,"Ciência e Tecnologia",12747239.33
"941","BA",29,2021,3,"Desenvolvimento Científico",1213685.79
"942","BA",29,2021,3,"Difusão do Conhecimento Científico e Tecnológico",8294901.7
"943","BA",29,2021,3,"FU19 - Administração Geral",2869083.08
"944","BA",29,2021,3,"FU19 - Demais Subfunções",369568.76
"945","BA",29,2021,4,"Ciência e Tecnologia",19303819.66
"946","BA",29,2021,4,"Desenvolvimento Científico",3697146.84
"947","BA",29,2021,4,"Difusão do Conhecimento Científico e Tecnológico",11920368.64
"948","BA",29,2021,4,"FU19 - Administração Geral",3150742.21
"949","BA",29,2021,4,"FU19 - Demais Subfunções",535561.97
"950","BA",29,2021,5,"Ciência e Tecnologia",9663437.47
"951","BA",29,2021,5,"Desenvolvimento Científico",1666333.77
"952","BA",29,2021,5,"Difusão do Conhecimento Científico e Tecnológico",4400017.54
"953","BA",29,2021,5,"FU19 - Administração Geral",3191300.89
"954","BA",29,2021,5,"FU19 - Demais Subfunções",405785.27
"955","BA",29,2021,6,"Ciência e Tecnologia",24372947.16
"956","BA",29,2021,6,"Desenvolvimento Científico",4839918.14
"957","BA",29,2021,6,"Difusão do Conhecimento Científico e Tecnológico",14329357.99
"958","BA",29,2021,6,"FU19 - Administração Geral",4624135.98
"959","BA",29,2021,6,"FU19 - Demais Subfunções",579535.05
"960","BA",29,2022,1,"Ciência e Tecnologia",6443963.58
"961","BA",29,2022,1,"Desenvolvimento Científico",20400
"962","BA",29,2022,1,"Difusão do Conhecimento Científico e Tecnológico",3340679.84
"963","BA",29,2022,1,"FU19 - Administração Geral",2913245.69
"964","BA",29,2022,1,"FU19 - Demais Subfunções",169638.05
"965","BA",29,2022,2,"Ciência e Tecnologia",15062332.35
"966","BA",29,2022,2,"Desenvolvimento Científico",3770688.57
"967","BA",29,2022,2,"Desenvolvimento Tecnológico e Engenharia",34847.48
"968","BA",29,2022,2,"Difusão do Conhecimento Científico e Tecnológico",7406236.69
"969","BA",29,2022,2,"FU19 - Administração Geral",3506208.42
"970","BA",29,2022,2,"FU19 - Demais Subfunções",344351.19
"971","BA",29,2022,3,"Ciência e Tecnologia",13933268.37
"972","BA",29,2022,3,"Desenvolvimento Científico",1675723.61
"973","BA",29,2022,3,"Desenvolvimento Tecnológico e Engenharia",13252.8
"974","BA",29,2022,3,"Difusão do Conhecimento Científico e Tecnológico",8291788.8
"975","BA",29,2022,3,"FU19 - Administração Geral",3642285.87
"976","BA",29,2022,3,"FU19 - Demais Subfunções",310217.29
"977","BA",29,2022,4,"Ciência e Tecnologia",14290694.15
"978","BA",29,2022,4,"Desenvolvimento Científico",1966838.48
"979","BA",29,2022,4,"Desenvolvimento Tecnológico e Engenharia",40284.31
"980","BA",29,2022,4,"Difusão do Conhecimento Científico e Tecnológico",8208092.68
"981","BA",29,2022,4,"FU19 - Administração Geral",3629134.58
"982","BA",29,2022,4,"FU19 - Demais Subfunções",446344.1
"983","BA",29,2022,5,"Ciência e Tecnologia",15686573.12
"984","BA",29,2022,5,"Desenvolvimento Científico",1623024.62
"985","BA",29,2022,5,"Desenvolvimento Tecnológico e Engenharia",152617.35
"986","BA",29,2022,5,"Difusão do Conhecimento Científico e Tecnológico",9581801.55
"987","BA",29,2022,5,"FU19 - Administração Geral",3943645.05
"988","BA",29,2022,5,"FU19 - Demais Subfunções",385484.55
"989","BA",29,2022,6,"Ciência e Tecnologia",39692360.48
"990","BA",29,2022,6,"Desenvolvimento Científico",11710107.15
"991","BA",29,2022,6,"Desenvolvimento Tecnológico e Engenharia",10088467.9
"992","BA",29,2022,6,"Difusão do Conhecimento Científico e Tecnológico",12082742.17
"993","BA",29,2022,6,"FU19 - Administração Geral",5288110.41
"994","BA",29,2022,6,"FU19 - Demais Subfunções",522932.85
"995","BA",29,2023,1,"Ciência e Tecnologia",7410012.32
"996","BA",29,2023,1,"Desenvolvimento Científico",749881.48
"997","BA",29,2023,1,"Difusão do Conhecimento Científico e Tecnológico",3271880.8
"998","BA",29,2023,1,"FU19 - Administração Geral",3160494.59
"999","BA",29,2023,1,"FU19 - Demais Subfunções",227755.45
"1000","BA",29,2023,2,"Ciência e Tecnologia",20943684.91
"1001","BA",29,2023,2,"Desenvolvimento Científico",2611633.54
"1002","BA",29,2023,2,"Desenvolvimento Tecnológico e Engenharia",410.66
"1003","BA",29,2023,2,"Difusão do Conhecimento Científico e Tecnológico",13147279.06
"1004","BA",29,2023,2,"FU19 - Administração Geral",4727358.06
"1005","BA",29,2023,2,"FU19 - Demais Subfunções",457003.59
"1006","BA",29,2023,3,"Ciência e Tecnologia",18705490.36
"1007","BA",29,2023,3,"Desenvolvimento Científico",2918686.48
"1008","BA",29,2023,3,"Difusão do Conhecimento Científico e Tecnológico",9890060.91
"1009","BA",29,2023,3,"FU19 - Administração Geral",5276670.46
"1010","BA",29,2023,3,"FU19 - Demais Subfunções",620072.51
"1011","BA",29,2023,4,"Ciência e Tecnologia",19917557.81
"1012","BA",29,2023,4,"Desenvolvimento Científico",2903460.99
"1013","BA",29,2023,4,"Difusão do Conhecimento Científico e Tecnológico",11696057.6
"1014","BA",29,2023,4,"FU19 - Administração Geral",4623117.54
"1015","BA",29,2023,4,"FU19 - Demais Subfunções",694921.68
"1016","BA",29,2023,5,"Ciência e Tecnologia",22249937.83
"1017","BA",29,2023,5,"Desenvolvimento Científico",1954617.6
"1018","BA",29,2023,5,"Desenvolvimento Tecnológico e Engenharia",178305.48
"1019","BA",29,2023,5,"Difusão do Conhecimento Científico e Tecnológico",13589437.87
"1020","BA",29,2023,5,"FU19 - Administração Geral",5945704.01
"1021","BA",29,2023,5,"FU19 - Demais Subfunções",581872.87
"1022","BA",29,2023,6,"Ciência e Tecnologia",37131776.55
"1023","BA",29,2023,6,"Desenvolvimento Científico",14050267.86
"1024","BA",29,2023,6,"Difusão do Conhecimento Científico e Tecnológico",15274997.87
"1025","BA",29,2023,6,"FU19 - Administração Geral",6965969.1
"1026","BA",29,2023,6,"FU19 - Demais Subfunções",840541.72
"1027","BA",29,2024,1,"Ciência e Tecnologia",18002656.52
"1028","BA",29,2024,1,"Desenvolvimento Científico",1870018.25
"1029","BA",29,2024,1,"Difusão do Conhecimento Científico e Tecnológico",10829811.58
"1030","BA",29,2024,1,"FU19 - Administração Geral",4726266.26
"1031","BA",29,2024,1,"FU19 - Demais Subfunções",576560.43
"1032","BA",29,2024,2,"Ciência e Tecnologia",19638161.89
"1033","BA",29,2024,2,"Desenvolvimento Científico",2342880.47
"1034","BA",29,2024,2,"Difusão do Conhecimento Científico e Tecnológico",11453051.35
"1035","BA",29,2024,2,"FU19 - Administração Geral",5025680.6
"1036","BA",29,2024,2,"FU19 - Demais Subfunções",816549.47
"1037","BA",29,2024,3,"Ciência e Tecnologia",19642653.56
"1038","BA",29,2024,3,"Desenvolvimento Científico",2221385.15
"1039","BA",29,2024,3,"Difusão do Conhecimento Científico e Tecnológico",11851923.68
"1040","BA",29,2024,3,"FU19 - Administração Geral",5057993.55
"1041","BA",29,2024,3,"FU19 - Demais Subfunções",511351.18
"1042","BA",29,2024,4,"Ciência e Tecnologia",21370790.35
"1043","BA",29,2024,4,"Desenvolvimento Científico",4113448.11
"1044","BA",29,2024,4,"Difusão do Conhecimento Científico e Tecnológico",11073193.46
"1045","BA",29,2024,4,"FU19 - Administração Geral",5227493.19
"1046","BA",29,2024,4,"FU19 - Demais Subfunções",956655.59
"1047","BA",29,2024,5,"Ciência e Tecnologia",28423648.05
"1048","BA",29,2024,5,"Desenvolvimento Científico",2690648.15
"1049","BA",29,2024,5,"Desenvolvimento Tecnológico e Engenharia",5119940.14
"1050","BA",29,2024,5,"Difusão do Conhecimento Científico e Tecnológico",14193610.01
"1051","BA",29,2024,5,"FU19 - Administração Geral",5274434.96
"1052","BA",29,2024,5,"FU19 - Demais Subfunções",1145014.79
"1053","BA",29,2024,6,"Ciência e Tecnologia",42288809.2
"1054","BA",29,2024,6,"Desenvolvimento Científico",12809708.78
"1055","BA",29,2024,6,"Desenvolvimento Tecnológico e Engenharia",199038.3
"1056","BA",29,2024,6,"Difusão do Conhecimento Científico e Tecnológico",20657083.66
"1057","BA",29,2024,6,"FU19 - Administração Geral",7072219.9
"1058","BA",29,2024,6,"FU19 - Demais Subfunções",1550758.56
"1059","BA",29,2025,1,"Ciência e Tecnologia",15702595.26
"1060","BA",29,2025,1,"Desenvolvimento Científico",838726.64
"1061","BA",29,2025,1,"Difusão do Conhecimento Científico e Tecnológico",9585333.84
"1062","BA",29,2025,1,"FU19 - Administração Geral",4673684.59
"1063","BA",29,2025,1,"FU19 - Demais Subfunções",604850.19
"1064","BA",29,2025,2,"Ciência e Tecnologia",19777938.62
"1065","BA",29,2025,2,"Desenvolvimento Científico",2893757.44
"1066","BA",29,2025,2,"Difusão do Conhecimento Científico e Tecnológico",10163373.36
"1067","BA",29,2025,2,"FU19 - Administração Geral",5328626.95
"1068","BA",29,2025,2,"FU19 - Demais Subfunções",1392180.87
"1069","BA",29,2025,3,"Ciência e Tecnologia",22349971.94
"1070","BA",29,2025,3,"Desenvolvimento Científico",5082049.4
"1071","BA",29,2025,3,"Difusão do Conhecimento Científico e Tecnológico",11061438.63
"1072","BA",29,2025,3,"FU19 - Administração Geral",5197066.48
"1073","BA",29,2025,3,"FU19 - Demais Subfunções",1009417.43
"1074","CE",23,2017,6,"Ciência e Tecnologia",65167609.99
"1075","CE",23,2017,6,"Desenvolvimento Científico",6218594.75
"1076","CE",23,2017,6,"Difusão do Conhecimento Científico e Tecnológico",1144595.49
"1077","CE",23,2018,1,"Ciência e Tecnologia",3969110.94
"1078","CE",23,2018,1,"Desenvolvimento Científico",869916.96
"1079","CE",23,2018,1,"Difusão do Conhecimento Científico e Tecnológico",141052.29
"1080","CE",23,2018,1,"FU19 - Administração Geral",2055149.29
"1081","CE",23,2018,1,"FU19 - Demais Subfunções",902992.4
"1082","CE",23,2018,2,"Ciência e Tecnologia",8715838.83
"1083","CE",23,2018,2,"Desenvolvimento Científico",4757173.9
"1084","CE",23,2018,2,"Desenvolvimento Tecnológico e Engenharia",23727.44
"1085","CE",23,2018,2,"Difusão do Conhecimento Científico e Tecnológico",445404.08
"1086","CE",23,2018,2,"FU19 - Administração Geral",3193665.31
"1087","CE",23,2018,2,"FU19 - Demais Subfunções",295868.1
"1088","CE",23,2018,3,"Ciência e Tecnologia",8224566.41
"1089","CE",23,2018,3,"Desenvolvimento Científico",4286401.58
"1090","CE",23,2018,3,"Desenvolvimento Tecnológico e Engenharia",30993.21
"1091","CE",23,2018,3,"Difusão do Conhecimento Científico e Tecnológico",416419.47
"1092","CE",23,2018,3,"FU19 - Administração Geral",2714139.62
"1093","CE",23,2018,3,"FU19 - Demais Subfunções",776612.53
"1094","CE",23,2018,4,"Ciência e Tecnologia",10230907.53
"1095","CE",23,2018,4,"Desenvolvimento Científico",4586555.48
"1096","CE",23,2018,4,"Desenvolvimento Tecnológico e Engenharia",7477.86
"1097","CE",23,2018,4,"Difusão do Conhecimento Científico e Tecnológico",1146279.84
"1098","CE",23,2018,4,"FU19 - Administração Geral",3632109.15
"1099","CE",23,2018,4,"FU19 - Demais Subfunções",858485.2
"1100","CE",23,2018,5,"Ciência e Tecnologia",9955850.7
"1101","CE",23,2018,5,"Desenvolvimento Científico",4744658.14
"1102","CE",23,2018,5,"Desenvolvimento Tecnológico e Engenharia",76938.47
"1103","CE",23,2018,5,"Difusão do Conhecimento Científico e Tecnológico",1398134.22
"1104","CE",23,2018,5,"FU19 - Administração Geral",3458164.34
"1105","CE",23,2018,5,"FU19 - Demais Subfunções",277955.53
"1106","CE",23,2018,6,"Ciência e Tecnologia",44962392.23
"1107","CE",23,2018,6,"Desenvolvimento Científico",4848242.09
"1108","CE",23,2018,6,"Desenvolvimento Tecnológico e Engenharia",37010
"1109","CE",23,2018,6,"Difusão do Conhecimento Científico e Tecnológico",1632485.02
"1110","CE",23,2018,6,"FU19 - Administração Geral",4106943.45
"1111","CE",23,2018,6,"FU19 - Demais Subfunções",34337711.67
"1112","CE",23,2019,1,"Ciência e Tecnologia",3117053.17
"1113","CE",23,2019,1,"Desenvolvimento Científico",1120796.32
"1114","CE",23,2019,1,"Difusão do Conhecimento Científico e Tecnológico",62997.03
"1115","CE",23,2019,1,"FU19 - Administração Geral",1826557.9
"1116","CE",23,2019,1,"FU19 - Demais Subfunções",106701.92
"1117","CE",23,2019,2,"Ciência e Tecnologia",8957527.6
"1118","CE",23,2019,2,"Desenvolvimento Científico",5549455.12
"1119","CE",23,2019,2,"Difusão do Conhecimento Científico e Tecnológico",98230.38
"1120","CE",23,2019,2,"FU19 - Administração Geral",2570901.25
"1121","CE",23,2019,2,"FU19 - Demais Subfunções",738940.85
"1122","CE",23,2019,3,"Ciência e Tecnologia",8436663.69
"1123","CE",23,2019,3,"Desenvolvimento Científico",3690071.28
"1124","CE",23,2019,3,"Desenvolvimento Tecnológico e Engenharia",19400
"1125","CE",23,2019,3,"Difusão do Conhecimento Científico e Tecnológico",183051.71
"1126","CE",23,2019,3,"FU19 - Administração Geral",4180477.45
"1127","CE",23,2019,3,"FU19 - Demais Subfunções",363663.25
"1128","CE",23,2019,4,"Ciência e Tecnologia",22033270.01
"1129","CE",23,2019,4,"Desenvolvimento Científico",4530309.7
"1130","CE",23,2019,4,"Desenvolvimento Tecnológico e Engenharia",4500
"1131","CE",23,2019,4,"Difusão do Conhecimento Científico e Tecnológico",664596.54
"1132","CE",23,2019,4,"FU19 - Administração Geral",4144313
"1133","CE",23,2019,4,"FU19 - Demais Subfunções",12689550.77
"1134","CE",23,2019,5,"Ciência e Tecnologia",16313941.03
"1135","CE",23,2019,5,"Desenvolvimento Científico",9217237.56
"1136","CE",23,2019,5,"Desenvolvimento Tecnológico e Engenharia",13048
"1137","CE",23,2019,5,"Difusão do Conhecimento Científico e Tecnológico",1075070.43
"1138","CE",23,2019,5,"FU19 - Administração Geral",3946462.82
"1139","CE",23,2019,5,"FU19 - Demais Subfunções",2062122.22
"1140","CE",23,2019,6,"Ciência e Tecnologia",16809484.98
"1141","CE",23,2019,6,"Desenvolvimento Científico",9869754.28
"1142","CE",23,2019,6,"Desenvolvimento Tecnológico e Engenharia",25231
"1143","CE",23,2019,6,"Difusão do Conhecimento Científico e Tecnológico",808628.13
"1144","CE",23,2019,6,"FU19 - Administração Geral",4729725.83
