"exercicio";"bimestre";"uf";"funcao";"nome_funcao";"valor_total"
2022;4;53;"19";"Ciência e Tecnologia";77655202,98
2022;5;11;"19";"Ciência e Tecnologia";10773724,81
2022;5;12;"19";"Ciência e Tecnologia";26751848,96
2022;5;13;"19";"Ciência e Tecnologia";142322461,85
2022;5;15;"19";"Ciência e Tecnologia";172522108,1
2022;5;16;"19";"Ciência e Tecnologia";16215211,3
2022;5;17;"19";"Ciência e Tecnologia";3160073,73
2022;5;21;"19";"Ciência e Tecnologia";158659765,75
2022;5;22;"19";"Ciência e Tecnologia";59187942,25
2022;5;23;"19";"Ciência e Tecnologia";14994040,01
2022;5;24;"19";"Ciência e Tecnologia";19610416,01
2022;5;25;"19";"Ciência e Tecnologia";26021093,4
2022;5;26;"19";"Ciência e Tecnologia";194350498,66
2022;5;27;"19";"Ciência e Tecnologia";63659712,61
2022;5;28;"19";"Ciência e Tecnologia";21554410,01
2022;5;31;"19";"Ciência e Tecnologia";898902171,56
2022;5;32;"19";"Ciência e Tecnologia";28222554,35
2022;5;33;"19";"Ciência e Tecnologia";665872816,4
2022;5;35;"19";"Ciência e Tecnologia";1325098424,24
2022;5;41;"19";"Ciência e Tecnologia";414197726,58
2022;5;42;"19";"Ciência e Tecnologia";59707345,01
2022;5;43;"19";"Ciência e Tecnologia";44837215,95
2022;5;50;"19";"Ciência e Tecnologia";71988792,09
2022;5;51;"19";"Ciência e Tecnologia";366836394,1
2022;5;53;"19";"Ciência e Tecnologia";76052186,14
2022;6;11;"19";"Ciência e Tecnologia";13860660,78
2022;6;12;"19";"Ciência e Tecnologia";49083226,37
2022;6;13;"19";"Ciência e Tecnologia";113501399,34
2022;6;15;"19";"Ciência e Tecnologia";333467659,74
2022;6;16;"19";"Ciência e Tecnologia";16724500,16
2022;6;17;"19";"Ciência e Tecnologia";1055226,08
2022;6;21;"19";"Ciência e Tecnologia";128630194,67
2022;6;22;"19";"Ciência e Tecnologia";128519596,74
2022;6;23;"19";"Ciência e Tecnologia";26402765,08
2022;6;24;"19";"Ciência e Tecnologia";11473030,04
2022;6;25;"19";"Ciência e Tecnologia";28003803,38
2022;6;26;"19";"Ciência e Tecnologia";247532634,1
2022;6;27;"19";"Ciência e Tecnologia";102657312,6
2022;6;28;"19";"Ciência e Tecnologia";29959353,37
2022;6;31;"19";"Ciência e Tecnologia";1358170326,47
2022;6;32;"19";"Ciência e Tecnologia";89197685,63
2022;6;33;"19";"Ciência e Tecnologia";932338300,1
2022;6;35;"19";"Ciência e Tecnologia";655093345,16
2022;6;41;"19";"Ciência e Tecnologia";995980492,83
2022;6;42;"19";"Ciência e Tecnologia";43928634,09
2022;6;43;"19";"Ciência e Tecnologia";64214346,17
2022;6;50;"19";"Ciência e Tecnologia";25346159
2022;6;51;"19";"Ciência e Tecnologia";318560983,73
2022;6;53;"19";"Ciência e Tecnologia";132323361,7
2023;1;11;"19";"Ciência e Tecnologia";10570764,58
2023;1;12;"19";"Ciência e Tecnologia";56448223,4
2023;1;13;"19";"Ciência e Tecnologia";275878140,35
2023;1;16;"19";"Ciência e Tecnologia";28741858,36
2023;1;17;"19";"Ciência e Tecnologia";5410609,21
2023;1;21;"19";"Ciência e Tecnologia";167429045,41
2023;1;22;"19";"Ciência e Tecnologia";218571086,93
2023;1;23;"19";"Ciência e Tecnologia";388934525,17
2023;1;24;"19";"Ciência e Tecnologia";4527560,35
2023;1;25;"19";"Ciência e Tecnologia";58269731,57
2023;1;26;"19";"Ciência e Tecnologia";322923832,52
2023;1;27;"19";"Ciência e Tecnologia";162978347,28
2023;1;28;"19";"Ciência e Tecnologia";83389583,95
2023;1;29;"19";"Ciência e Tecnologia";782445747,7
2023;1;31;"19";"Ciência e Tecnologia";808843086,83
2023;1;32;"19";"Ciência e Tecnologia";259415466,53
2023;1;33;"19";"Ciência e Tecnologia";2819839240,09
2023;1;35;"19";"Ciência e Tecnologia";4255997719,79
2023;1;41;"19";"Ciência e Tecnologia";1368908415,23
2023;1;42;"19";"Ciência e Tecnologia";133180628,92
2023;1;43;"19";"Ciência e Tecnologia";224339697,47
2023;1;50;"19";"Ciência e Tecnologia";350557077,31
2023;1;51;"19";"Ciência e Tecnologia";832766597,66
2023;1;53;"19";"Ciência e Tecnologia";177194601,24
2023;2;11;"19";"Ciência e Tecnologia";1957413,95
2023;2;12;"19";"Ciência e Tecnologia";32047400,42
2023;2;13;"19";"Ciência e Tecnologia";111826356,26
2023;2;14;"19";"Ciência e Tecnologia";4193094,82
2023;2;16;"19";"Ciência e Tecnologia";6049062,98
2023;2;17;"19";"Ciência e Tecnologia";23208915,35
2023;2;21;"19";"Ciência e Tecnologia";193317576,92
2023;2;22;"19";"Ciência e Tecnologia";256650469,93
2023;2;23;"19";"Ciência e Tecnologia";70511831,79
2023;2;24;"19";"Ciência e Tecnologia";54893822,18
2023;2;25;"19";"Ciência e Tecnologia";164515113,71
2023;2;26;"19";"Ciência e Tecnologia";81400717,34
2023;2;27;"19";"Ciência e Tecnologia";111734336,22
2023;2;28;"19";"Ciência e Tecnologia";15488194,95
2023;2;31;"19";"Ciência e Tecnologia";239483645,28
2023;2;32;"19";"Ciência e Tecnologia";393981818,77
2023;2;33;"19";"Ciência e Tecnologia";489970378,44
2023;2;35;"19";"Ciência e Tecnologia";4245605528,93
2023;2;41;"19";"Ciência e Tecnologia";586925896,88
2023;2;42;"19";"Ciência e Tecnologia";72043919,2
2023;2;43;"19";"Ciência e Tecnologia";31904148,59
2023;2;51;"19";"Ciência e Tecnologia";244495500,67
2023;2;52;"19";"Ciência e Tecnologia";240575497
2023;2;53;"19";"Ciência e Tecnologia";111988828,82
2023;3;11;"19";"Ciência e Tecnologia";5271805,78
2023;3;12;"19";"Ciência e Tecnologia";33007649,8
2023;3;13;"19";"Ciência e Tecnologia";51361419,82
2023;3;14;"19";"Ciência e Tecnologia";56874219,62
2023;3;16;"19";"Ciência e Tecnologia";2493094,72
2023;3;17;"19";"Ciência e Tecnologia";52136159,75
2023;3;21;"19";"Ciência e Tecnologia";107538691,42
2023;3;22;"19";"Ciência e Tecnologia";98940517,23
2023;3;23;"19";"Ciência e Tecnologia";133270254,83
2023;3;24;"19";"Ciência e Tecnologia";5014429,05
2023;3;25;"19";"Ciência e Tecnologia";10156113,97
2023;3;26;"19";"Ciência e Tecnologia";137207777,45
2023;3;27;"19";"Ciência e Tecnologia";75445508,74
2023;3;28;"19";"Ciência e Tecnologia";48968876,16
2023;3;31;"19";"Ciência e Tecnologia";91699325,28
2023;3;32;"19";"Ciência e Tecnologia";103409173,29
2023;3;33;"19";"Ciência e Tecnologia";622671946,7
2023;3;35;"19";"Ciência e Tecnologia";470860863,87
2023;3;41;"19";"Ciência e Tecnologia";684896684,99
2023;3;42;"19";"Ciência e Tecnologia";31471676,99
2023;3;43;"19";"Ciência e Tecnologia";64005501,23
2023;3;51;"19";"Ciência e Tecnologia";351759785,92
2023;3;52;"19";"Ciência e Tecnologia";182046839,11
2023;3;53;"19";"Ciência e Tecnologia";70433109,03
2023;4;11;"19";"Ciência e Tecnologia";11955122,87
2023;4;12;"19";"Ciência e Tecnologia";40513822,06
2023;4;13;"19";"Ciência e Tecnologia";231886448,63
2023;4;14;"19";"Ciência e Tecnologia";64610967,11
2023;4;16;"19";"Ciência e Tecnologia";5753968,53
2023;4;17;"19";"Ciência e Tecnologia";5272387,79
2023;4;21;"19";"Ciência e Tecnologia";60714872,43
2023;4;22;"19";"Ciência e Tecnologia";36465473,39
2023;4;23;"19";"Ciência e Tecnologia";60848278,23
2023;4;24;"19";"Ciência e Tecnologia";20221373,96
2023;4;25;"19";"Ciência e Tecnologia";24114698,27
2023;4;26;"19";"Ciência e Tecnologia";93834423,06
2023;4;27;"19";"Ciência e Tecnologia";36635933,71
2023;4;28;"19";"Ciência e Tecnologia";30028412,22
2023;4;31;"19";"Ciência e Tecnologia";641304743,43
2023;4;32;"19";"Ciência e Tecnologia";144229848,83
2023;4;33;"19";"Ciência e Tecnologia";873419087,28
2023;4;35;"19";"Ciência e Tecnologia";574036107,62
2023;4;41;"19";"Ciência e Tecnologia";621488797,84
2023;4;42;"19";"Ciência e Tecnologia";39115226,06
2023;4;43;"19";"Ciência e Tecnologia";34316830,73
2023;4;51;"19";"Ciência e Tecnologia";213779073,44
2023;4;52;"19";"Ciência e Tecnologia";39714660,71
2023;4;53;"19";"Ciência e Tecnologia";60630795,1
2023;5;11;"19";"Ciência e Tecnologia";7175881,68
2023;5;12;"19";"Ciência e Tecnologia";38084197,95
2023;5;13;"19";"Ciência e Tecnologia";149884635,01
2023;5;14;"19";"Ciência e Tecnologia";10369631,39
2023;5;16;"19";"Ciência e Tecnologia";3908128,69
2023;5;17;"19";"Ciência e Tecnologia";8814862,58
2023;5;21;"19";"Ciência e Tecnologia";195688037,63
2023;5;22;"19";"Ciência e Tecnologia";18143585,48
2023;5;23;"19";"Ciência e Tecnologia";49874185,29
2023;5;24;"19";"Ciência e Tecnologia";10567880,51
2023;5;25;"19";"Ciência e Tecnologia";25082572,76
2023;5;26;"19";"Ciência e Tecnologia";188127110,63
2023;5;27;"19";"Ciência e Tecnologia";44034211,98
2023;5;28;"19";"Ciência e Tecnologia";8559882,23
2023;5;31;"19";"Ciência e Tecnologia";913187423,48
2023;5;32;"19";"Ciência e Tecnologia";89981546,18
2023;5;33;"19";"Ciência e Tecnologia";582385235,74
2023;5;35;"19";"Ciência e Tecnologia";1121871675,5
2023;5;41;"19";"Ciência e Tecnologia";608871145,67
2023;5;42;"19";"Ciência e Tecnologia";35839478,05
2023;5;43;"19";"Ciência e Tecnologia";110131247,58
2023;5;51;"19";"Ciência e Tecnologia";329412912,47
2023;5;52;"19";"Ciência e Tecnologia";40109921,43
2023;5;53;"19";"Ciência e Tecnologia";57383018,61
2023;6;11;"19";"Ciência e Tecnologia";18113316,69
2023;6;12;"19";"Ciência e Tecnologia";47928182,48
2023;6;13;"19";"Ciência e Tecnologia";85114575,29
2023;6;14;"19";"Ciência e Tecnologia";62006404,79
2023;6;16;"19";"Ciência e Tecnologia";18656390,86
2023;6;17;"19";"Ciência e Tecnologia";30085614,67
2023;6;21;"19";"Ciência e Tecnologia";171112089,63
2023;6;22;"19";"Ciência e Tecnologia";45043366,1
2023;6;23;"19";"Ciência e Tecnologia";38484404,29
2023;6;24;"19";"Ciência e Tecnologia";51437308,12
2023;6;25;"19";"Ciência e Tecnologia";65615031,74
2023;6;26;"19";"Ciência e Tecnologia";180584982,05
2023;6;27;"19";"Ciência e Tecnologia";60098390,03
2023;6;28;"19";"Ciência e Tecnologia";1878123,31
2023;6;31;"19";"Ciência e Tecnologia";1414247438,47
2023;6;32;"19";"Ciência e Tecnologia";211817644,39
2023;6;33;"19";"Ciência e Tecnologia";650836247,98
2023;6;35;"19";"Ciência e Tecnologia";499082236,34
2023;6;41;"19";"Ciência e Tecnologia";2730192294,93
2023;6;42;"19";"Ciência e Tecnologia";354898256,48
2023;6;43;"19";"Ciência e Tecnologia";160045393,39
2023;6;51;"19";"Ciência e Tecnologia";355373453,71
2023;6;53;"19";"Ciência e Tecnologia";124551211,44
2024;1;11;"19";"Ciência e Tecnologia";29027165,42
2024;1;12;"19";"Ciência e Tecnologia";98610969,32
2024;1;13;"19";"Ciência e Tecnologia";512626807,31
2024;1;14;"19";"Ciência e Tecnologia";86394613,81
2024;1;16;"19";"Ciência e Tecnologia";58317021,63
2024;1;17;"19";"Ciência e Tecnologia";38072728,81
2024;1;21;"19";"Ciência e Tecnologia";209934757,3
2024;1;22;"19";"Ciência e Tecnologia";19305435,06
2024;1;23;"19";"Ciência e Tecnologia";391087102,5
2024;1;24;"19";"Ciência e Tecnologia";77099362,33
2024;1;25;"19";"Ciência e Tecnologia";41235256,51
2024;1;26;"19";"Ciência e Tecnologia";336951909,17
2024;1;27;"19";"Ciência e Tecnologia";434315082,28
2024;1;28;"19";"Ciência e Tecnologia";106369117,98
2024;1;29;"19";"Ciência e Tecnologia";692302328,17
2024;1;31;"19";"Ciência e Tecnologia";1315385025,9
2024;1;32;"19";"Ciência e Tecnologia";551385939,1
2024;1;33;"19";"Ciência e Tecnologia";8933824095,16
2024;1;35;"19";"Ciência e Tecnologia";1637962296,54
2024;1;41;"19";"Ciência e Tecnologia";533698208,55
2024;1;42;"19";"Ciência e Tecnologia";341816777,3
2024;1;43;"19";"Ciência e Tecnologia";274445695
2024;1;50;"19";"Ciência e Tecnologia";227929881,75
2024;1;51;"19";"Ciência e Tecnologia";863064821,49
2024;1;53;"19";"Ciência e Tecnologia";284792397,02
2024;2;11;"19";"Ciência e Tecnologia";11486337,82
2024;2;12;"19";"Ciência e Tecnologia";38599628,66
2024;2;13;"19";"Ciência e Tecnologia";83415068,37
2024;2;14;"19";"Ciência e Tecnologia";23803172,85
2024;2;16;"19";"Ciência e Tecnologia";28169796,94
2024;2;17;"19";"Ciência e Tecnologia";56036653,95
2024;2;21;"19";"Ciência e Tecnologia";237516966,91
2024;2;22;"19";"Ciência e Tecnologia";6226180,74
2024;2;23;"19";"Ciência e Tecnologia";71099814,83
2024;2;24;"19";"Ciência e Tecnologia";35786433,93
2024;2;25;"19";"Ciência e Tecnologia";18232322,9
2024;2;26;"19";"Ciência e Tecnologia";92371582,94
2024;2;27;"19";"Ciência e Tecnologia";71515404,47
2024;2;28;"19";"Ciência e Tecnologia";44611183,92
2024;2;31;"19";"Ciência e Tecnologia";442596848,19
2024;2;32;"19";"Ciência e Tecnologia";59512078,41
2024;2;33;"19";"Ciência e Tecnologia";458769015,12
2024;2;35;"19";"Ciência e Tecnologia";166641960,42
2024;2;41;"19";"Ciência e Tecnologia";247578139,62
2024;2;42;"19";"Ciência e Tecnologia";235139950,14
2024;2;43;"19";"Ciência e Tecnologia";32920177,83
2024;2;50;"19";"Ciência e Tecnologia";182213211,93
2024;2;51;"19";"Ciência e Tecnologia";179916021,35
2024;2;53;"19";"Ciência e Tecnologia";151265507,79
2024;3;11;"19";"Ciência e Tecnologia";9755487,61
2024;3;12;"19";"Ciência e Tecnologia";36297496,08
2024;3;13;"19";"Ciência e Tecnologia";399133413,67
2024;3;14;"19";"Ciência e Tecnologia";21973940,92
2024;3;16;"19";"Ciência e Tecnologia";17576794,75
2024;3;17;"19";"Ciência e Tecnologia";46579209,06
2024;3;21;"19";"Ciência e Tecnologia";231789174,63
2024;3;22;"19";"Ciência e Tecnologia";4703676,59
2024;3;23;"19";"Ciência e Tecnologia";67941742,75
2024;3;24;"19";"Ciência e Tecnologia";19082103,59
2024;3;25;"19";"Ciência e Tecnologia";39928351,77
2024;3;26;"19";"Ciência e Tecnologia";138761122,84
2024;3;27;"19";"Ciência e Tecnologia";106399124,16
2024;3;28;"19";"Ciência e Tecnologia";47812924,69
2024;3;31;"19";"Ciência e Tecnologia";398931697,16
2024;3;32;"19";"Ciência e Tecnologia";167530522,92
2024;3;33;"19";"Ciência e Tecnologia";269501367,64
2024;3;35;"19";"Ciência e Tecnologia";72355600,85
2024;3;41;"19";"Ciência e Tecnologia";87178648,52
2024;3;42;"19";"Ciência e Tecnologia";128403086,73
2024;3;43;"19";"Ciência e Tecnologia";171433671,15
2024;3;51;"19";"Ciência e Tecnologia";302556315,58
2024;3;53;"19";"Ciência e Tecnologia";65591563,75
2024;4;11;"19";"Ciência e Tecnologia";8657331,65
2024;4;12;"19";"Ciência e Tecnologia";46670048,41
2024;4;13;"19";"Ciência e Tecnologia";84411983,57
2024;4;14;"19";"Ciência e Tecnologia";50670606,21
2024;4;16;"19";"Ciência e Tecnologia";12143190,74
2024;4;17;"19";"Ciência e Tecnologia";10375708,26
2024;4;21;"19";"Ciência e Tecnologia";43973905,35
2024;4;22;"19";"Ciência e Tecnologia";6720544,82
2024;4;23;"19";"Ciência e Tecnologia";183623071,31
2024;4;24;"19";"Ciência e Tecnologia";22356250,38
2024;4;25;"19";"Ciência e Tecnologia";23337756,73
2024;4;26;"19";"Ciência e Tecnologia";240750020,28
2024;4;27;"19";"Ciência e Tecnologia";58843394,98
2024;4;28;"19";"Ciência e Tecnologia";35211024,37
2024;4;31;"19";"Ciência e Tecnologia";704653161,96
2024;4;32;"19";"Ciência e Tecnologia";71198055,87
2024;4;33;"19";"Ciência e Tecnologia";571136151,83
2024;4;35;"19";"Ciência e Tecnologia";215071749,53
2024;4;41;"19";"Ciência e Tecnologia";309669792,32
2024;4;42;"19";"Ciência e Tecnologia";93025281,49
2024;4;43;"19";"Ciência e Tecnologia";47834366,76
2024;4;51;"19";"Ciência e Tecnologia";159160866,68
2024;4;53;"19";"Ciência e Tecnologia";75520993
2024;5;11;"19";"Ciência e Tecnologia";10574345,46
2024;5;12;"19";"Ciência e Tecnologia";52184570,95
2024;5;13;"19";"Ciência e Tecnologia";310008140,21
2024;5;14;"19";"Ciência e Tecnologia";23294242,4
2024;5;16;"19";"Ciência e Tecnologia";8099434,93
2024;5;17;"19";"Ciência e Tecnologia";19426251,25
2024;5;21;"19";"Ciência e Tecnologia";183260541,04
2024;5;22;"19";"Ciência e Tecnologia";9723375,41
2024;5;23;"19";"Ciência e Tecnologia";197096096,82
2024;5;24;"19";"Ciência e Tecnologia";25994325,23
2024;5;25;"19";"Ciência e Tecnologia";17076627,96
2024;5;26;"19";"Ciência e Tecnologia";471672267,66
2024;5;27;"19";"Ciência e Tecnologia";42653432,31
2024;5;28;"19";"Ciência e Tecnologia";15460945
2024;5;31;"19";"Ciência e Tecnologia";982592716,41
2024;5;32;"19";"Ciência e Tecnologia";111073930,68
2024;5;33;"19";"Ciência e Tecnologia";670439825,13
2024;5;35;"19";"Ciência e Tecnologia";1073820843,47
2024;5;41;"19";"Ciência e Tecnologia";433728850,01
2024;5;42;"19";"Ciência e Tecnologia";271613859,98
2024;5;43;"19";"Ciência e Tecnologia";159509548,08
2024;5;51;"19";"Ciência e Tecnologia";98264289,29
2024;5;53;"19";"Ciência e Tecnologia";110525729,9
2024;6;11;"19";"Ciência e Tecnologia";17419150,8
2024;6;12;"19";"Ciência e Tecnologia";73390056,29
2024;6;13;"19";"Ciência e Tecnologia";26276934,52
2024;6;14;"19";"Ciência e Tecnologia";72388199,65
2024;6;16;"19";"Ciência e Tecnologia";12786097,69
2024;6;17;"19";"Ciência e Tecnologia";20598605,28
2024;6;21;"19";"Ciência e Tecnologia";96664482,29
2024;6;22;"19";"Ciência e Tecnologia";37655426,37
2024;6;23;"19";"Ciência e Tecnologia";272303008,59
2024;6;24;"19";"Ciência e Tecnologia";60395259,36
2024;6;25;"19";"Ciência e Tecnologia";37560788,04
2024;6;26;"19";"Ciência e Tecnologia";126203478,54
2024;6;27;"19";"Ciência e Tecnologia";83157573,51
2024;6;28;"19";"Ciência e Tecnologia";10793791,61
2024;6;31;"19";"Ciência e Tecnologia";1249451424,58
2024;6;32;"19";"Ciência e Tecnologia";311120222,44
2024;6;33;"19";"Ciência e Tecnologia";705987200,17
2024;6;35;"19";"Ciência e Tecnologia";730420639,32
2024;6;41;"19";"Ciência e Tecnologia";1151423336,72
2024;6;42;"19";"Ciência e Tecnologia";473426972,5
2024;6;43;"19";"Ciência e Tecnologia";210821556,64
2024;6;51;"19";"Ciência e Tecnologia";200826526
2024;6;53;"19";"Ciência e Tecnologia";262283479,71
2025;1;11;"19";"Ciência e Tecnologia";33050786,7
2025;1;12;"19";"Ciência e Tecnologia";113997359,8
2025;1;13;"19";"Ciência e Tecnologia";846046949,01
2025;1;14;"19";"Ciência e Tecnologia";89299591,52
2025;1;16;"19";"Ciência e Tecnologia";15363412,61
2025;1;17;"19";"Ciência e Tecnologia";95488443,58
2025;1;21;"19";"Ciência e Tecnologia";229610840,94
2025;1;22;"19";"Ciência e Tecnologia";104033192,52
2025;1;23;"19";"Ciência e Tecnologia";164789266,77
2025;1;24;"19";"Ciência e Tecnologia";54654163,15
2025;1;25;"19";"Ciência e Tecnologia";58995000,15
2025;1;26;"19";"Ciência e Tecnologia";449364779,24
2025;1;27;"19";"Ciência e Tecnologia";1091597350,41
2025;1;28;"19";"Ciência e Tecnologia";107640560,29
2025;1;29;"19";"Ciência e Tecnologia";764531740,76
2025;1;31;"19";"Ciência e Tecnologia";1036655044,95
2025;1;32;"19";"Ciência e Tecnologia";576442421,19
2025;1;33;"19";"Ciência e Tecnologia";4621578985,84
2025;1;35;"19";"Ciência e Tecnologia";2824239381,23
2025;1;41;"19";"Ciência e Tecnologia";736321974,73
2025;1;42;"19";"Ciência e Tecnologia";290664667,96
2025;1;43;"19";"Ciência e Tecnologia";189824023,38
2025;1;50;"19";"Ciência e Tecnologia";239297905,69
2025;1;51;"19";"Ciência e Tecnologia";1134007519,86
2025;1;53;"19";"Ciência e Tecnologia";510862367,88
2025;2;11;"19";"Ciência e Tecnologia";6510913,79
2025;2;12;"19";"Ciência e Tecnologia";37146736,22
2025;2;13;"19";"Ciência e Tecnologia";74226605,79
2025;2;14;"19";"Ciência e Tecnologia";6419449,92
2025;2;16;"19";"Ciência e Tecnologia";18889924,95
2025;2;17;"19";"Ciência e Tecnologia";60917114,68
2025;2;21;"19";"Ciência e Tecnologia";228811015,75
2025;2;22;"19";"Ciência e Tecnologia";33036503,99
2025;2;23;"19";"Ciência e Tecnologia";129712677,16
2025;2;24;"19";"Ciência e Tecnologia";26061960,55
2025;2;25;"19";"Ciência e Tecnologia";24302736,91
2025;2;26;"19";"Ciência e Tecnologia";182784546,37
2025;2;27;"19";"Ciência e Tecnologia";118707942,15
2025;2;28;"19";"Ciência e Tecnologia";41459551,59
2025;2;31;"19";"Ciência e Tecnologia";466462769,21
2025;2;32;"19";"Ciência e Tecnologia";347740682,77
2025;2;33;"19";"Ciência e Tecnologia";1023737377,53
2025;2;35;"19";"Ciência e Tecnologia";440808261,25
2025;2;41;"19";"Ciência e Tecnologia";121937246,49
2025;2;42;"19";"Ciência e Tecnologia";239497038,92
2025;2;43;"19";"Ciência e Tecnologia";109334112,31
2025;2;51;"19";"Ciência e Tecnologia";220696379,09
2025;2;53;"19";"Ciência e Tecnologia";80218389,77
2025;3;11;"19";"Ciência e Tecnologia";11608249,92
2025;3;12;"19";"Ciência e Tecnologia";26775264,39
2025;3;13;"19";"Ciência e Tecnologia";73342136,72
2025;3;14;"19";"Ciência e Tecnologia";8677786,55
2025;3;16;"19";"Ciência e Tecnologia";14086932,91
2025;3;17;"19";"Ciência e Tecnologia";31634605,98
2025;3;21;"19";"Ciência e Tecnologia";103745190,75
2025;3;22;"19";"Ciência e Tecnologia";102191287,75
2025;3;23;"19";"Ciência e Tecnologia";139457293,22
2025;3;24;"19";"Ciência e Tecnologia";12711286,11
2025;3;25;"19";"Ciência e Tecnologia";18923605,37
2025;3;26;"19";"Ciência e Tecnologia";1387101107,55
2025;3;27;"19";"Ciência e Tecnologia";12874100,65
2025;3;28;"19";"Ciência e Tecnologia";32537237
2025;3;31;"19";"Ciência e Tecnologia";435009357,29
2025;3;32;"19";"Ciência e Tecnologia";213303535,14
2025;3;33;"19";"Ciência e Tecnologia";912349833,11
2025;3;35;"19";"Ciência e Tecnologia";119512123,38
2025;3;41;"19";"Ciência e Tecnologia";588616028,54
2025;3;42;"19";"Ciência e Tecnologia";210363029,71
2025;3;43;"19";"Ciência e Tecnologia";40571667,77
2025;3;51;"19";"Ciência e Tecnologia";392830296,95
2025;3;53;"19";"Ciência e Tecnologia";42962870,7
